overall.token.number	speaker.id	t.or.s	wl.or.rp	nationality	countrybirth.t	ethnicity	school	form.s	education.t	interview.1(liveadabroad)	interview.2(durationabroad)	interview3(attitudes.etc)	lexical set	mono.or.di	age	city	ethnicity	first_name	last_name	location	name	sex	state	tiernum	year	years_of_schooling	vowel	stress	pre_word	word	fol_word	F1	F2	F3	B1	B2	B3	t	beg	end	dur	plt_vclass	plt_manner	plt_place	plt_voice	plt_preseg	plt_folseq	style	glide	pre_seg	fol_seg	context	vowel_index	pre_word_trans	word_trans	fol_word_trans	F1@20%	F2@20%	F1@35%	F2@35%	F1@50%	F2@50%	F1@65%	F2@65%	F1@80%	F2@80%	F*1_normalized	F*2_normalized	F*1gl_normalized	F*2gl_normalized	euclid.onset.glide.norm	euclid.dist.token.to.mean.onset	euclid.dist.token.to.mean.glide	nFormants	oFormants		poles	bandwidths	man.check	nFormants.man	reliabel	besser.als.default	comment	pot.exclusion.nachIQR	pot.exclusion.numeric	pot.exclusion.nachEuclidtoMeanperVowel	pot.exclusion.both.euclid.visual
154	2	s	WL	TT	Trinidad	AT	EDW						LOT	m	16						./INPUTFILES/Students/EDW_5_Shayna/	F		0			AA	1	sp	comma	sp	951.8	1311.1	2824.9	259.2	87.7	941.3	32.598	32.55	32.646	0.096	o	nasal	labial	voiced	velar	one_fol_syll			K	M	internal	2	SP	K AA1 M AH0	SP	893.1292	1229.9938	1006.6983	1333.0497	951.775	1311.1459	836.0002	1270.9529	761.1572	1276.3968	557.057	1157.022				60.0969805648		5	6	[1106.1095959303445, 1252.9155629852437, 3863.3038586496177],[957.2802369493322, 1305.4023134241322, 3626.551375982291, 3824.3435701385715],[951.7750482428362, 1311.1459424284865, 2824.911166892247, 3873.61263594829],[723.7062980024756, 1191.6164313563006, 1393.2193055235925, 2834.6628389402726, 3841.1309443997234, 4867.955949338434]	[765.0890917124042, 181.78510154689783, 310.0945739848529],[345.2208227450091, 120.49244137135368, 2911.8246108169315, 425.88508416756343],[259.1860772337575, 87.70580002031693, 941.3378630529775, 187.01550334842617],[296.552251083355, 191.54876810546838, 199.7466508954587, 239.50850863429918, 62.782118602751055, 394.0868956903209]			5	1	4			99	99	99
156	2	s	WL	TT	Trinidad	AT	EDW						LOT	m	16						./INPUTFILES/Students/EDW_5_Shayna/	F		0			AA	1	sp	hot	sp	869.5	1325.1	3211.7	122.4	109.2	797.3	36.099	36.049	36.148	0.099	o	stop	apical	voiceless					HH	T	internal	2	SP	HH AA1 T	SP	897.4103	1247.4305	876.365	1300.0359	869.5068	1325.126	866.7953	1348.2503	774.8198	1288.3513	521.115	1162.921				48.6621259914		4	4	[992.6309857810091, 1334.9150417679898, 3921.5825588133134],[869.5068112759787, 1325.1259711273774, 3211.6555534470413, 4778.496701998403],[869.6952096727848, 1323.5111661226558, 2831.892735871483, 3856.576414459933],[810.9946330633572, 1109.9521706373046, 1368.5027609200408, 2803.9665246852433, 3770.375278751321, 5033.823221790393]	[328.21642074970447, 463.11734529323144, 1108.052646223792],[122.43142365056927, 109.24252717832091, 797.2847218271216, 2133.071252731542],[102.6679480509616, 84.51349858158963, 758.5213599290579, 701.2450390261853],[169.85120266885048, 469.6629032871736, 157.0840608121674, 254.0729358078575, 239.90915735029932, 468.864776899727]			4	2	2			99	99	99
188	2	s	RP	TT	Trinidad	AT	EDW						LOT	m	16						./INPUTFILES/Students/EDW_5_Shayna/	F		0			AA	1	sp	popular	sp	782	1228.7	2462.6	99.9	57.6	622.6	26.229	26.196	26.261	0.065	o	stop	labial	voiceless	oral_labial	two_fol_syl			P	P	internal	2	SP	P AA1 P Y AH0 L ER0	SP	795.4933	1267.3959	776.3238	1260.2561	781.9861	1228.6883	766.3887	1199.2828	714.5226	1175.7963	482.92	1121.067				32.0722803835		4	4	[890.9146477627622, 1264.81196494336, 5126.3748184583765],[781.9860693431408, 1228.6883040186221, 2462.5985627740993, 4827.049039850996],[779.5151956010994, 1227.0163947276428, 2417.2457844000232, 4800.965433144828],[724.204104279583, 1096.5785969512858, 1272.385066102917, 2449.653395447182, 3957.4643657191214, 4941.919591113061]	[316.4664633865502, 234.49567448816313, 2128.2831829354236],[99.87917259394476, 57.56824376789941, 622.628035174125, 380.31506247013033],[90.50188786367715, 51.85136006578903, 552.6162018169679, 484.39552973726546],[105.92756017101789, 320.81150071560694, 121.02992637710972, 104.38884438380465, 221.00068522285645, 69.96174200442913]			4	1	1			99	99	99
211	2	s	RP	TT	Trinidad	AT	EDW						LOT	m	16						./INPUTFILES/Students/EDW_5_Shayna/	F		0			AA	1	sp	common	sp	872.1	1300	2781	256.7	108.1	1801.7	47.017	46.984	47.05	0.066	o	nasal	labial	voiced	velar	one_fol_syll			K	M	internal	2	SP	K AA1 M AH0 N	SP	1076.5227	1345.8828	855.7013	1304.5974	872.149	1300.0432	834.4826	1261.3972	811.5278	1170.297	522.241	1151.966				38.0608704183		5	5	[897.1272050620212, 1289.7130763875803, 3693.859788906593],[866.252751305517, 1298.5680563017231, 3627.8712666945066],[872.1490052277413, 1300.0431862903854, 2781.022830292751, 3675.954281633077],[741.6711893153285, 1252.9032359966247, 1288.4089754017116, 3087.5368457741915, 3734.3536979506694]	[407.4476343681008, 176.9864210994375, 319.51432433105293],[290.58055614474506, 125.29911277414807, 321.99993540596614],[256.7477376900314, 108.13162707300103, 1801.7315737726033, 264.6687041652519],[332.0587080755605, 569.9827942636736, 235.79062487507937, 832.8939135667914, 254.69091221985582]			5	1	4			99	99	99
224	2	s	RP	TT	Trinidad	AT	EDW						LOT	m	16						./INPUTFILES/Students/EDW_5_Shayna/	F		0			AA	1	sp	hop	sp	886.5	1217.9	2802.9	134.8	133.7	1063.7	63.376	63.343	63.408	0.065	o	stop	labial	voiceless					HH	P	internal	2	SP	HH AA1 P	SP	915.926	1211.5961	900.6854	1221.2421	886.4833	1217.8613	876.6338	1236.443	820.407	1226.0947	528.529	1116.292				14.2548379507		5	5	[988.6300095573815, 1209.5076140311469, 3784.8540985065233],[885.5947676144158, 1213.642228037376, 3345.874585180504, 4554.682703956423],[886.4832963639462, 1217.861277745917, 2802.8507016531007, 3763.7608150457822],[736.3408064051929, 1046.4780715166626, 1357.6851074580518, 2757.704487081901, 3712.6616668079096, 4929.416988159234]	[226.0474803072364, 498.62017907780665, 900.5685717642372],[155.44940875114898, 160.3815727581711, 924.3369551364336, 3065.357252067233],[134.80905855994877, 133.7204123762713, 1063.7489990691051, 693.1510263881169],[192.1336529948734, 138.08026451856375, 183.14290528904675, 213.62401833543512, 151.70003678786534, 314.00609764296826]			5	1	4			99	99	99
286	3	s	WL	TT	Trinidad	AT	FC						LOT	m	18						./INPUTFILES/Students/FC_2_Jordan/	M		0			AA	1	sp	comma	sp	613.3	922.6	2591.8	140.8	54.3	158.4	3.448	3.404	3.492	0.088	o	nasal	labial	voiced	velar	one_fol_syll			K	M	internal	2	SP	K AA1 M AH0	SP	590.9768	957.7433	606.5672	933.34	613.3118	922.6098	621.2709	937.1219	629.0382	863.6107	536.318	1027.247				90.1966133123		5	5	[824.6512845076675, 2160.524212322479, 3069.7066041352887],[850.4260927552358, 2924.980777460304, 3319.3927261061185],[613.3117956115896, 922.6098268232778, 2591.798635878851, 3148.3712391659665, 4016.1719751340793],[592.2052436180378, 916.5186500475322, 2554.2160708974534, 2607.4610854191023, 3173.6274868442774, 4090.4811364717348]	[84.78501016070273, 3872.047355234207, 209.26176392351945],[68.66348728250735, 419.2547517236201, 708.5393883059176],[140.75187999900373, 54.26990663042539, 158.39873128580555, 95.79368289273896, 344.0677614078255],[73.0048431508737, 27.88807637699852, 1281.3594337359318, 340.71579639010685, 142.38969964902202, 285.3820903751079]			5	1	4			99	99	99
288	3	s	WL	TT	Trinidad	AT	FC						LOT	m	18						./INPUTFILES/Students/FC_2_Jordan/	M		0			AA	1	sp	hot	sp	569.7	997.9	2639.5	126.5	84.9	189.1	5.229	5.185	5.273	0.088	o	stop	apical	voiceless					HH	T	internal	2	SP	HH AA1 T	SP	543.0356	912.2369	560.1688	940.0704	569.7443	997.9077	541.5922	1092.497	506.9647	1131.624	498.498	1089.045				30.1881146977		5	5	[796.9875069783311, 2027.0446598783512, 3057.618491420113],[519.3582196532897, 859.3876655473284, 2837.502611432909, 3473.9175933292263],[569.74428559076, 997.9077312365644, 2639.533568925971, 3197.2546431652613, 3924.030659592682],[553.716009029302, 986.8633542287622, 2550.2013285250823, 3048.9859861892623, 3488.8307499638336, 4111.29925151545]	[185.1385893394608, 3372.7435394906797, 265.2823785027303],[1713.1733346648832, 195.3585216274403, 280.35947154246963, 447.04028848188125],[126.5071119738322, 84.89247683912585, 189.06745263039423, 232.08572677113958, 625.6713084394843],[58.19075587675453, 40.40438076917703, 360.2338896059216, 475.23227956853043, 709.9909284319618, 1993.872847416445]			5	1	4			99	99	99
323	3	s	RP	TT	Trinidad	AT	FC						LOT	m	18						./INPUTFILES/Students/FC_2_Jordan/	M		0			AA	1	nearby	hot	sp	575.6	1147.5	2606.3	120.1	58.9	341.5	15.579	15.544	15.613	0.069	o	stop	apical	voiceless					HH	T	internal	2	N IH1 B AY1	HH AA1 T	SP	577.4043	1076.7526	573.4243	1100.822	575.5627	1147.5196	546.5704	1165.935	531.1078	1193.8832	503.66	1212.079				97.935273528		5	5	[1018.6755721343026, 3179.055800039442],[630.0411953556779, 1151.235564372222, 2810.9949229546937, 3593.936358166664],[575.5627487170141, 1147.5195949253089, 2606.290817224852, 3384.742608685883, 3709.108858287833],[587.3296496584321, 1152.5733085538272, 2549.296365109939, 3168.358200746334, 3632.0288897591226]	[306.99672029875467, 371.24290106100216],[468.97110217547163, 211.05807875164544, 307.11627026978243, 305.94451833677584],[120.05983492349228, 58.947464459480294, 341.5213209723995, 525.2976327360909, 1020.8933301426955],[130.02644282625, 54.28745799605148, 328.09855352422284, 580.635140900961, 458.9003268994594]			5	1	4			99	99	99
331	3	s	RP	TT	Trinidad	AT	FC						LOT	m	18						./INPUTFILES/Students/FC_2_Jordan/	M		0			AA	1	sp	popular	sp	583.7	985.8	2530.6	132.1	40.3	179.8	23.243	23.214	23.272	0.058	o	stop	labial	voiceless	oral_labial	two_fol_syl			P	P	internal	2	SP	P AA1 P Y AH0 L ER0	SP	567.9436	965.245	583.6375	974.4478	583.7111	985.845	548.8527	967.3883	525.4699	942.0846	510.698	1079.213				35.7052871855		5	5	[888.2476227362646, 1429.7116295998196, 3176.5642385552896],[531.7943745717697, 925.9677796679015, 2740.2866514985994, 3588.464958384134],[583.711116668406, 985.8449731243744, 2530.567626664094, 3310.0690141923997, 3896.635293267537],[579.2311016060727, 984.5322336861625, 2516.752063470034, 3293.719282148331, 3819.655859282106]	[135.40323310745967, 3751.438461951734, 428.438548838807],[1390.1908801241311, 114.33412119450017, 366.90203761322834, 311.77184638630536],[132.14111260061938, 40.25026438249175, 179.80089139129865, 304.54287674783217, 563.3042337036939],[113.7238246580402, 34.84339388996206, 201.32749664098006, 382.25295914014885, 627.0787049439705]			5	1	4			99	99	99
351	3	s	RP	TT	Trinidad	AT	FC						LOT	m	18						./INPUTFILES/Students/FC_2_Jordan/	M		0			AA	1	sp	common	man	555.3	946.1	2264.2	99.3	73.2	499.4	37.805	37.778	37.833	0.055	o	nasal	labial	voiced	velar	one_fol_syll			K	M	internal	2	SP	K AA1 M AH0 N	M AE1 N	582.1631	1020.4346	551.6364	984.3306	559.8667	941.1275	563.2989	871.1943	570.3884	788.9415	486.017	1046.629				73.7636214539		6	6	[820.4179253673083, 3036.96734856591],[720.7457787275572, 892.5246613794224, 2961.026017120188, 3691.962468087583],[558.5546482879613, 948.4576765916323, 2299.742884151353, 3058.472087742468, 4135.72573964411],[555.3046407698237, 946.1242695348596, 2264.18542476541, 3049.8663562257293, 4107.496468294958]	[152.38772291678805, 314.1379320284326],[419.17529767235004, 437.6244591890524, 277.0235387281811, 1482.3916180196522],[109.07441361347463, 80.30622908033658, 492.7133573603615, 141.71038450015158, 570.6460108474399],[99.34513854578458, 73.17653089697997, 499.4430753596099, 145.80325078987818, 650.0506441192448]			6	2	2			99	99	99
364	3	s	RP	TT	Trinidad	AT	FC						LOT	m	18						./INPUTFILES/Students/FC_2_Jordan/	M		0			AA	1	sp	hop	sp	544.8	936.9	2542.9	73.5	65.9	167.7	51.112	51.076	51.148	0.072	o	stop	labial	voiceless					HH	P	internal	2	SP	HH AA1 P	SP	579.5407	1002.5906	562.9334	965.8952	544.7751	936.8994	525.5568	911.7771	490.332	882.8996	476.914	1039.045				84.4418269639		5	5	[719.4010072248956, 2022.19450786357, 3068.5701439128193],[760.595924811309, 764.0883945678524, 2771.211836749665, 3503.0556706046664],[544.775105796469, 936.8994435634064, 2542.925471823983, 3104.5540591765975, 3741.672790573718],[536.7923766777797, 928.8491316608964, 2500.970273628333, 3061.89477081591, 3145.5718659598892, 3717.925591780771]	[150.28334572232936, 2817.58163415103, 325.2508411298081],[250.98012943576563, 981.7052723125948, 209.20581515861167, 258.79874867574074],[73.53786368391178, 65.88075198981205, 167.6757025684685, 202.0427631310753, 208.21061836982418],[41.865871415538955, 38.85802865180678, 245.4136495787946, 291.4149186609035, 2597.395169958463, 277.860720234]			5	1	4			99	99	99
435	4	s	WL	TT	Trinidad	IT	FC						LOT	m	18						./INPUTFILES/Students/FC_6_Aaron/	M		0			AA	1	sp	comma	sp	746.5	1143.1	2822.5	155.9	128.6	151.6	1.836	1.792	1.88	0.088	o	nasal	labial	voiced	velar	one_fol_syll			K	M	internal	2	SP	K AA1 M AH0	SP	750.1172	1170.8799	751.1208	1145.0484	746.455	1143.066	715.0215	1126.2226	674.1992	1087.8925	554.992	1083.708				51.1206798468		5	5	[949.6872841998304, 1570.5876841704908, 3301.4802285198193],[766.6872028110173, 1140.345614409978, 2864.826478078761, 3684.0046201097207],[746.4550479513107, 1143.0659587925375, 2822.525654897208, 3639.782692884149],[706.9333862742078, 1108.9787360480127, 1496.7106961745471, 2825.4126521440335, 3619.008980634864, 4185.525616081589]	[160.16689225749818, 2974.314648354467, 395.2288650862766],[223.6387976494897, 198.98146698723033, 179.57977273286608, 149.85884455419247],[155.86345185203535, 128.5848925366929, 151.5706960207804, 148.50011031690423],[148.33342047219688, 140.21011323441076, 1203.9750532930038, 107.8981738662269, 140.08778807878855, 1313.6638379698888]			5	1	4			99	99	99
437	4	s	WL	TT	Trinidad	IT	FC						LOT	m	18						./INPUTFILES/Students/FC_6_Aaron/	M		0			AA	1	sp	hot	sp	761.7	1197.1	2809.4	211.4	120	66.7	3.53	3.47	3.591	0.121	o	stop	apical	voiceless					HH	T	internal	2	SP	HH AA1 T	SP	779.8487	1162.9164	774.667	1177.3783	761.7366	1197.0607	774.2038	1203.3732	745.9742	1314.3698	567.098	1119.382				52.9427780533		4	4	[1037.945229417267, 2978.122847317998],[761.7366253355297, 1197.0607004993926, 2809.410015891789, 3654.794362539139],[727.2451730590936, 1183.5556817394872, 2796.2328624790584, 2987.728476020928, 3668.44900108674],[718.0338466140247, 1177.2470539557203, 2366.675109780607, 2808.5343542372048, 3653.92143870863]	[171.43582857049785, 305.4835684148959],[211.38144147503368, 120.04060160166594, 66.68592448284484, 161.08547974881267],[105.1768763307455, 59.14170659692782, 103.12248491348481, 2096.552007481024, 226.81762965423488],[90.1163920353496, 54.21908578535209, 1721.921642913178, 94.75261087599202, 177.7539479490356]			4	2	2			99	99	99
472	4	s	RP	TT	Trinidad	IT	FC						LOT	m	18						./INPUTFILES/Students/FC_6_Aaron/	M		0			AA	1	nearby	hot	sp	725.5	1253.2	2821.8	71.8	164.9	125.5	12.009	11.97	12.049	0.079	o	stop	apical	voiceless					HH	T	internal	2	N IH1 B AY1	HH AA1 T	SP	709.3888	1131.9511	727.8339	1162.1074	725.5281	1257.5411	709.7243	1301.4598	677.3233	1379.4415	538.194	1156.461				48.0576312046		5	5	[864.9347057219949, 2688.6267200203847, 3035.746948377222],[749.6248409403357, 1300.3816705704535, 2848.414799680009, 3842.233651842091],[725.5137440414661, 1253.1615240338037, 2821.785115009312, 3260.2978857598378, 3827.803333082528],[728.2685646046025, 1266.460574384619, 1304.9471417348007, 2807.524551498052, 3605.850646353138, 3906.4612107888856]	[184.74762754516462, 3514.5586246938915, 586.4155237473274],[125.31070863377856, 311.5686984996554, 100.4907559294651, 197.87403722392122],[71.81808160092503, 164.88654105785307, 125.49497367845755, 2712.476737279842, 279.2546958695648],[78.96006612605966, 182.72183852488453, 2607.8735574465904, 102.368318173758, 880.2618478821983, 433.42857186719425]			5	2	4			99	99	99
480	4	s	RP	TT	Trinidad	IT	FC						LOT	m	18						./INPUTFILES/Students/FC_6_Aaron/	M		0			AA	1	sp	popular	sp	657.8	1154.1	2684.9	63.1	35.8	155.9	17.34	17.304	17.377	0.073	o	stop	labial	voiceless	oral_labial	two_fol_syl			P	P	internal	2	SP	P AA1 P Y AH0 L ER0	SP	649.8618	1126.5585	662.704	1158.9061	657.7908	1154.0753	647.2764	1124.6355	620.8528	1010.9578	484.047	1091.011				38.4898548971		6	4	[993.3546887961347, 3080.8923223239162],[670.5483105432112, 1162.3974809485774, 2757.100336865298, 3936.718228536765],[650.8277471557243, 1150.2785221846952, 2698.01909332537, 3683.44760289441, 3878.734277204744],[657.790798913168, 1154.0752847291867, 2684.8521698120285, 3125.0404197166267, 3896.4846321155173]	[206.13217018793674, 880.5057157379133],[151.39476801700994, 97.42976864209032, 135.98255417286794, 203.04637892811664],[58.93114781465688, 39.3206265431302, 143.63447513576946, 2796.261494722732, 341.90560128231743],[63.05516209596635, 35.83664180469274, 155.9414066337319, 1556.4474662764205, 306.0208726631657]			6	2	2			99	99	99
500	4	s	RP	TT	Trinidad	IT	FC						LOT	m	18						./INPUTFILES/Students/FC_6_Aaron/	M		0			AA	1	sp	common	sp	687.2	1120	1500.8	91.7	52.2	1042.8	28.962	28.929	28.996	0.067	o	nasal	labial	voiced	velar	one_fol_syll			K	M	internal	2	SP	K AA1 M AH0 N	SP	721.3522	1177.1107	706.4727	1151.7992	687.1978	1120.0366	693.1713	1077.543	653.1594	1054.3067	507.601	1068.539				46.6828936764		6	6	[1044.5742631404828, 3077.1150541845755],[731.2086307969673, 1137.722370414304, 2923.7872324001405, 3999.2695842813914],[720.1822307716026, 1135.0666025229418, 2884.7465570343556, 3704.2747221225645],[687.1977583323877, 1120.0365735088806, 1500.7525865123648, 2881.5332054994255, 3608.1036843079387, 4528.149176870746]	[92.52573673828427, 523.3947972800263],[165.4214439202121, 65.76008240639173, 151.13693331159234, 673.1056519988546],[117.83600972090858, 45.69791016253827, 186.1059670898703, 840.3989942442038],[91.6742498704706, 52.196214830402845, 1042.796818485146, 118.08401789634435, 525.774090231184, 1203.2002694908163]			6	2	2			99	99	99
513	4	s	RP	TT	Trinidad	IT	FC						LOT	m	18						./INPUTFILES/Students/FC_6_Aaron/	M		0			AA	1	sp	hop	sp	712.8	1093.8	1859.3	97.1	81.9	1978	39.273	39.232	39.313	0.081	o	stop	labial	voiceless					HH	P	internal	2	SP	HH AA1 P	SP	710.5101	1083.8674	719.9451	1094.0197	712.7729	1093.8451	709.593	1094.987	661.1235	1035.7741	528.059	1051.404				64.7907777157		6	5	[954.640513874127, 3002.321973746532],[753.1768906516525, 1112.2464870742297, 2818.8131754866913, 3755.742226755006],[728.9318434611846, 1107.4964812954795, 2753.141948193638, 3522.9118302478914],[712.7728849180114, 1093.84512552835, 1859.277075304382, 2779.377349888683, 3569.550300229157]	[126.7153292298558, 433.97024532591035],[184.41397796959453, 160.9523912938224, 172.29334946550176, 503.7687495039128],[108.93791679132393, 86.02278533179768, 174.72995294603638, 461.63921163238894],[97.1383786688693, 81.9379259045322, 1977.9746527849177, 156.31767519380566, 338.5820482972045]			6	3	2			99	99	99
583	5	s	WL	TT	Trinidad	MT	FC						LOT	m	17						./INPUTFILES/Students/FC_8_Joshua/	M		0			AA	1	sp	comma	sp	698.5	1007.2	2005	141.2	67	959.8	16.581	16.531	16.631	0.1	o	nasal	labial	voiced	velar	one_fol_syll			K	M	internal	2	SP	K AA1 M AH0	SP	757.6037	1062.378	718.632	1041.8182	698.4649	1007.2193	696.8282	985.6549	683.0334	988.6195	530.875	1105.899				18.7278345251		5	5	[934.6523858944727, 2412.835689878601],[769.2460460705646, 1023.8855914998927, 2918.9184703228416],[698.4648613813898, 1007.2192985069026, 2005.0450180810035, 3080.210015900154, 4709.4203878173275],[704.0267907833073, 1009.6794780778299, 1911.8863471734905, 2990.838450137129, 4067.281975632871]	[76.02295111641291, 3147.360897689551],[237.98581827454916, 145.66105025233352, 561.6090747701712],[141.20428063578188, 67.04798448416645, 959.7636030378272, 398.778339400083, 720.4326004018617],[108.48916372576963, 46.95419470155596, 403.0787458678041, 169.09375219638798, 445.0416335103167]			5	1	4			99	99	99
584	5	s	WL	TT	Trinidad	MT	FC						LOT	m	17						./INPUTFILES/Students/FC_8_Joshua/	M		0			AA	1	sp	hot	sp	665.3	1037.1	2584.7	69.4	76.8	245.2	17.511	17.439	17.583	0.144	o	stop	apical	voiceless					HH	T	internal	2	SP	HH AA1 T	SP	684.7386	1053.493	686.1503	1045.8234	665.3075	1037.1441	657.3598	1078.6469	675.1137	1137.02	505.537	1123.876				12.7080543357		4	4	[824.0797298947332, 1079.1983488097885, 3446.6872862443274],[665.3074741377508, 1037.1440551634923, 2584.6898287708373, 3852.441220447353],[657.7384458329697, 1030.00075193196, 2505.5340266151493, 3767.073868005261],[658.8679346132578, 1033.2636210020764, 1065.0680087547012, 2499.209409829843, 3676.791760818525, 4118.842812730798]	[184.57952864964528, 1121.4210401347098, 793.9119754790988],[69.41487632762342, 76.83248980018973, 245.15829904528448, 179.9141023165012],[37.16881386110623, 40.044681476360275, 180.18587783170778, 213.03314847443795],[42.531718503501445, 46.10856310604665, 2123.4002420549195, 114.70790850505475, 299.54341257820664, 733.0368274942916]			4	2	2			99	99	99
611	5	s	RP	TT	Trinidad	MT	FC						LOT	m	17						./INPUTFILES/Students/FC_8_Joshua/	M		0			AA	1	nearby	hot	sp	641.1	961.3	2595.7	76	91.1	91.7	11.166	11.133	11.199	0.066	o	stop	apical	voiceless					HH	T	internal	2	N IH1 B AY1	HH AA1 T	SP	644.9218	943.2408	632.3829	927.5767	641.0647	961.2877	638.1152	1016.0853	621.6885	1057.2584	487.143	1078.09				45.6426849451		5	5	[802.1502478085968, 2559.79993284341],[654.4878598959975, 964.6221743064597, 2626.201904469701, 4485.80740110096],[641.0646923069934, 961.2876971118282, 2595.680056304576, 3937.9217148160706],[624.9161363549968, 940.0265796392138, 1402.8719360289922, 2598.8817277576986, 3651.68919724268, 4694.406364871128]	[67.24334498487025, 460.78929842734914],[117.91309482117268, 155.6510340276553, 102.80572287156936, 616.47696209117],[75.99609725484102, 91.08129579108703, 91.6644355586819, 1077.1367752379986],[70.7928917432919, 94.73977930327018, 1264.309412039562, 63.499881843223186, 697.6705150217225, 628.8021853033094]			5	1	4			99	99	99
